osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json
way,153185724,Caffe Mio,restaurant,restaurant,,italian,45.3983631,-75.7394233,1379,Wellington Street West,Ottawa,K1Y 3C2,1379 Wellington Street West,+1-613-761-5510,https://caffemio.ca/,Mo-We 11:30-21:00; Th-Sa 11:30-22:00,yes,,,"{""@id"": ""way/153185724"", ""addr:housenumber"": ""1379"", ""addr:postcode"": ""K1Y 3C2"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2023-09-09"", ""cuisine"": ""italian"", ""mapillary"": ""476960696899752"", ""name"": ""Caffe Mio"", ""opening_hours"": ""Mo-We 11:30-21:00; Th-Sa 11:30-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-761-5510"", ""survey:date"": ""2019-03-23"", ""website"": ""https://caffemio.ca/"", ""wheelchair"": ""yes"", ""wheelchair:description"": ""StopGap ramp"", ""@geometry"": ""center""}"
way,153245849,Richmond Plaza Motel,motel,,motel,,45.393496,-75.7493835,238,Richmond Road,Ottawa,K1Z 6W6,238 Richmond Road,+1 613-722-6591,,,limited,,,"{""@id"": ""way/153245849"", ""addr:housenumber"": ""238"", ""addr:postcode"": ""K1Z 6W6"", ""addr:street"": ""Richmond Road"", ""building"": ""commercial"", ""building:levels"": ""7"", ""check_date"": ""2022-09-23"", ""image"": ""https://storage2.openstreetcam.org/files/photo/2017/1/13/lth/31021_e71d3_58791ba12b9ce.jpg"", ""name"": ""Richmond Plaza Motel"", ""phone"": ""+1 613-722-6591"", ""tourism"": ""motel"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}"
way,153886833,Broadway Bar & Grill,restaurant,restaurant,,,45.4659365,-75.4667458,1968,Portobello Boulevard,Ottawa,K4A 4E7,1968 Portobello Boulevard,+1-613-590-0556,,,,,,"{""@id"": ""way/153886833"", ""addr:housenumber"": ""1968"", ""addr:postcode"": ""K4A 4E7"", ""addr:street"": ""Portobello Boulevard"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Broadway Bar & Grill"", ""phone"": ""+1-613-590-0556"", ""@geometry"": ""center""}"
way,155022785,Strutt Pavilion,restaurant,restaurant,,,45.3958013,-75.7613879,745,Sir John A. Macdonald Parkway,Ottawa,,745 Sir John A. Macdonald Parkway,,,,,,City of Ottawa,"{""@id"": ""way/155022785"", ""addr:housenumber"": ""745"", ""addr:street"": ""Sir John A. Macdonald Parkway"", ""amenity"": ""restaurant"", ""building"": ""civic"", ""building:levels"": ""1"", ""name"": ""Strutt Pavilion"", ""outdoor_seating"": ""yes"", ""seasonal"": ""summer"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,155034928,Napoli's Pizzeria,restaurant,restaurant,,pizza,45.3970024,-75.7433415,81,Richmond Road,Ottawa,,81 Richmond Road,,http://www.napolispizzeria.ca,11:00-22:00,no,,City of Ottawa,"{""@id"": ""way/155034928"", ""addr:housenumber"": ""81"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2024-07-17"", ""cuisine"": ""pizza"", ""ele"": ""2"", ""mapillary"": ""305254817716285"", ""name"": ""Napoli's Pizzeria"", ""opening_hours"": ""11:00-22:00"", ""source"": ""City of Ottawa"", ""website"": ""http://www.napolispizzeria.ca"", ""wheelchair"": ""no"", ""@geometry"": ""center""}"
way,155286803,Pho Viet Taste Restaurant,restaurant,restaurant,,asian,45.398191,-75.7400406,1395,Wellington Street West,Ottawa,K1Y 2X2,1395 Wellington Street West,,,Mo-Su 11:00-22:00,,,,"{""@id"": ""way/155286803"", ""addr:housenumber"": ""1395"", ""addr:postcode"": ""K1Y 2X2"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2023-06-24"", ""cuisine"": ""asian"", ""internet_access"": ""wlan"", ""mapillary"": ""503322294430706"", ""name"": ""Pho Viet Taste Restaurant"", ""opening_hours"": ""Mo-Su 11:00-22:00"", ""roof:levels"": ""1"", ""survey:date"": ""2019-03-23"", ""@geometry"": ""center""}"
way,155286938,The Wellington Diner,restaurant,restaurant,,burger;sandwich,45.3982437,-75.7398677,1385,Wellington Street West,Ottawa,K1Y 2X2,1385 Wellington Street West,,,,yes,,City of Ottawa,"{""@id"": ""way/155286938"", ""addr:housenumber"": ""1385"", ""addr:postcode"": ""K1Y 2X2"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2024-07-17"", ""cuisine"": ""burger;sandwich"", ""internet_access"": ""wlan"", ""mapillary"": ""1957668041048332"", ""name"": ""The Wellington Diner"", ""outdoor_seating"": ""yes"", ""smoking"": ""no"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-03-23"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
way,155293899,The Hollander Gastropub,restaurant,restaurant,,,45.4016149,-75.7328615,65,Holland Avenue,Ottawa,,65 Holland Avenue,+1 613-422-3233,https://hollandgastropub.com/,"Mo,We-Su 09:00-21:00",,,,"{""@id"": ""way/155293899"", ""addr:housenumber"": ""65"", ""addr:street"": ""Holland Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""check_date"": ""2022-09-20"", ""mapillary"": ""135657128590622"", ""name"": ""The Hollander Gastropub"", ""opening_hours"": ""Mo,We-Su 09:00-21:00"", ""phone"": ""+1 613-422-3233"", ""survey:date"": ""2019-04-03"", ""website"": ""https://hollandgastropub.com/"", ""@geometry"": ""center""}"
way,155986813,KHAO,restaurant,restaurant,,thai,45.3947197,-75.748632,108,Richmond Road,Ottawa,,108 Richmond Road,,,,yes,,CanVec 6.0 - NRCan,"{""@id"": ""way/155986813"", ""addr:housenumber"": ""108"", ""addr:street"": ""Richmond Road"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""building"": ""retail"", ""building:levels"": ""1"", ""check_date"": ""2025-05-04"", ""cuisine"": ""thai"", ""mapillary"": ""840057709944385"", ""name"": ""KHAO"", ""outdoor_seating"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""source"": ""CanVec 6.0 - NRCan"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
way,156730365,Pizza Hut,restaurant,restaurant,,pizza,45.3537781,-75.7358329,1550,Merivale Road,Ottawa,K2G 3J4,1550 Merivale Road,,,,,Pizza Hut,,"{""@id"": ""way/156730365"", ""addr:housenumber"": ""1550"", ""addr:postcode"": ""K2G 3J4"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut"", ""@geometry"": ""center""}"
way,157291438,Chances R Restaurant,restaurant,restaurant,,,45.3503045,-75.758608,1365,Woodroffe Avenue,Ottawa,K2G 1V7,1365 Woodroffe Avenue,+1-613-225-6887,https://chancesr.ca/,,,,City of Ottawa,"{""@id"": ""way/157291438"", ""addr:housenumber"": ""1365"", ""addr:postcode"": ""K2G 1V7"", ""addr:street"": ""Woodroffe Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""email"": ""chancesrrestaurant@gmail.com"", ""mapillary"": ""152128320209204"", ""name"": ""Chances R Restaurant"", ""phone"": ""+1-613-225-6887"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-08-07"", ""website"": ""https://chancesr.ca/"", ""@geometry"": ""center""}"
way,157553118,Thyme & Again Kitchen & Food Shop,restaurant,restaurant,,,45.3772546,-75.7563506,1845,Carling Avenue,Ottawa,,1845 Carling Avenue,,,,,,,"{""@id"": ""way/157553118"", ""addr:housenumber"": ""1845"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""ele"": ""1"", ""name"": ""Thyme & Again Kitchen & Food Shop"", ""@geometry"": ""center""}"
way,161485771,Macintosh's CiderHouse,restaurant,restaurant,,,45.1613861,-75.9466731,,,Ottawa,,,,,,,,,"{""@id"": ""way/161485771"", ""access"": ""customers"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Macintosh's CiderHouse"", ""@geometry"": ""center""}"
way,163762363,African Kitchen,restaurant,restaurant,,lebanese,45.4009815,-75.7324205,81,Holland Avenue,Ottawa,,81 Holland Avenue,,,,no,,City of Ottawa,"{""@id"": ""way/163762363"", ""addr:housenumber"": ""81"", ""addr:street"": ""Holland Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2025-05-25"", ""cuisine"": ""lebanese"", ""mapillary"": ""159884122741330"", ""name"": ""African Kitchen"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-04-03"", ""takeaway"": ""yes"", ""wheelchair"": ""no"", ""@geometry"": ""center""}"
way,167410239,Lord Elgin,hotel,,hotel,,45.4213352,-75.6937396,100,Elgin Street,Ottawa,,100 Elgin Street,+1-613-235-3333,https://www.lordelginhotel.ca/,,yes,,Bing,"{""@id"": ""way/167410239"", ""addr:housename"": ""Lord Elgin Hotel"", ""addr:housenumber"": ""100"", ""addr:street"": ""Elgin Street"", ""building"": ""hotel"", ""building:colour"": ""#EEDFCC"", ""building:levels"": ""12"", ""building:material"": ""stone"", ""check_date"": ""2025-10-13"", ""layer"": ""1"", ""name"": ""Lord Elgin"", ""phone"": ""+1-613-235-3333"", ""source"": ""Bing"", ""tourism"": ""hotel"", ""website"": ""https://www.lordelginhotel.ca/"", ""wheelchair"": ""yes"", ""wikidata"": ""Q6679216"", ""@geometry"": ""center""}"
way,167462717,Ottawa Marriott Hotel,hotel,,hotel,,45.4198034,-75.7034558,100,Kent Street,Ottawa,,100 Kent Street,,,,,Marriott,City of Ottawa,"{""@id"": ""way/167462717"", ""addr:housenumber"": ""100"", ""addr:street"": ""Kent Street"", ""brand"": ""Marriott"", ""brand:wikidata"": ""Q3918608"", ""brand:wikipedia"": ""en:Marriott International"", ""building"": ""hotel"", ""building:levels"": ""23"", ""check_date"": ""2025-06-12"", ""name"": ""Ottawa Marriott Hotel"", ""operator"": ""Marriott"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""wikidata"": ""Q7109212"", ""@geometry"": ""center""}"
way,167692074,Fatboys Southern Smokehouse,restaurant,restaurant,,barbecue,45.4289005,-75.694776,34,Murray Street,Ottawa,,34 Murray Street,,,"Th-Sa 16:30-21:30; We,Su 04:30-20:30",,,City of Ottawa,"{""@id"": ""way/167692074"", ""addr:housenumber"": ""34"", ""addr:street"": ""Murray Street"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""building:levels"": ""1"", ""building:material"": ""wood"", ""cuisine"": ""barbecue"", ""mapillary"": ""1205137166623227"", ""name"": ""Fatboys Southern Smokehouse"", ""opening_hours"": ""Th-Sa 16:30-21:30; We,Su 04:30-20:30"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,167816701,Andaz Ottawa Byward Market,hotel,,hotel,,45.428707,-75.6906888,325,Dalhousie Street,Ottawa,,325 Dalhousie Street,,https://ottawa.andaz.hyatt.com/en/hotel/home.html,,,ANdAZ,Bing,"{""@id"": ""way/167816701"", ""addr:housenumber"": ""325"", ""addr:street"": ""Dalhousie Street"", ""brand"": ""ANdAZ"", ""brand:wikidata"": ""Q48836304"", ""brand:wikipedia"": ""en:Andaz (hotel)"", ""building"": ""hotel"", ""building:levels"": ""16"", ""name"": ""Andaz Ottawa Byward Market"", ""smoking"": ""no"", ""source"": ""Bing"", ""tourism"": ""hotel"", ""website"": ""https://ottawa.andaz.hyatt.com/en/hotel/home.html"", ""wikidata"": ""Q111231486"", ""@geometry"": ""center""}"
way,167834835,Carlos Pizza,restaurant,restaurant,,pizza,45.3966647,-75.732686,60,Harmer Avenue North,Ottawa,,60 Harmer Avenue North,+1 613-722-6002,http://www.carlospizza.ca/,,no,,Bing,"{""@id"": ""way/167834835"", ""addr:housenumber"": ""60"", ""addr:street"": ""Harmer Avenue North"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""check_date"": ""2022-09-22"", ""cuisine"": ""pizza"", ""name"": ""Carlos Pizza"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+1 613-722-6002"", ""source"": ""Bing"", ""website"": ""http://www.carlospizza.ca/"", ""wheelchair"": ""no"", ""@geometry"": ""center""}"
way,175677672,Boston Pizza,restaurant,restaurant,,pizza,45.37954,-75.74832,1640,Carling Avenue,Ottawa,,1640 Carling Avenue,,,,,Boston Pizza,City of Ottawa,"{""@id"": ""way/175677672"", ""addr:housenumber"": ""1640"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""brand"": ""Boston Pizza"", ""brand:wikidata"": ""Q894578"", ""brand:wikipedia"": ""en:Boston Pizza"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2022-10-20"", ""cuisine"": ""pizza"", ""ele"": ""1"", ""name"": ""Boston Pizza"", ""outdoor_seating"": ""yes"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,191017583,Palki Cuisine of India,restaurant,restaurant,,indian,45.3695029,-75.4558149,6501,Russell Road,Carlsbad Springs,,6501 Russell Road,,,,,,NRCan-CanVec-10.0,"{""@id"": ""way/191017583"", ""addr:city"": ""Carlsbad Springs"", ""addr:housenumber"": ""6501"", ""addr:street"": ""Russell Road"", ""addr:street:fr"": ""chemin Russell"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""building:levels"": ""1"", ""cuisine"": ""indian"", ""name"": ""Palki Cuisine of India"", ""source"": ""NRCan-CanVec-10.0"", ""@geometry"": ""center""}"
way,196942582,Mia's Indian Cuisine,restaurant,restaurant,,indian,45.3780833,-75.7748342,917,Richmond Road,Ottawa,,917 Richmond Road,+1-613-695-3333,,,,,City of Ottawa,"{""@id"": ""way/196942582"", ""addr:housenumber"": ""917"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""indian"", ""mapillary"": ""491349702065110"", ""name"": ""Mia's Indian Cuisine"", ""phone"": ""+1-613-695-3333"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-03-23"", ""@geometry"": ""center""}"
way,209263485,Scores,restaurant,restaurant,,chicken;barbecue,45.4132852,-75.6452542,,,Ottawa,,,,,,,Scores,Bing,"{""@id"": ""way/209263485"", ""amenity"": ""restaurant"", ""brand"": ""Scores"", ""brand:wikidata"": ""Q3476059"", ""brand:wikipedia"": ""fr:Scores"", ""building"": ""yes"", ""cuisine"": ""chicken;barbecue"", ""name"": ""Scores"", ""source"": ""Bing"", ""@geometry"": ""center""}"
way,219306003,Johnny Canuck's,restaurant,restaurant,,,45.318432,-75.5940465,4768,Bank Street,Ottawa,K1T 3W7,4768 Bank Street,+1-613-425-5522,https://www.jonnycanucks.com/,,,,City of Ottawa,"{""@id"": ""way/219306003"", ""addr:housenumber"": ""4768"", ""addr:postcode"": ""K1T 3W7"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""email"": ""findlaycreek@jonnycanucks.com"", ""name"": ""Johnny Canuck's"", ""phone"": ""+1-613-425-5522"", ""source"": ""City of Ottawa"", ""website"": ""https://www.jonnycanucks.com/"", ""@geometry"": ""center""}"
way,221090932,Newport,restaurant,restaurant,,italian,45.3945689,-75.7555461,322,Churchill Avenue North,Ottawa,,322 Churchill Avenue North,,https://newportrestaurant.com/,,,,City of Ottawa,"{""@id"": ""way/221090932"", ""addr:housenumber"": ""322"", ""addr:street"": ""Churchill Avenue North"", ""amenity"": ""restaurant"", ""building"": ""detached"", ""check_date"": ""2022-09-29"", ""cuisine"": ""italian"", ""mapillary"": ""317181639929759"", ""name"": ""Newport"", ""outdoor_seating"": ""yes"", ""source"": ""City of Ottawa"", ""website"": ""https://newportrestaurant.com/"", ""wikidata"": ""Q7018970"", ""@geometry"": ""center""}"
way,223404550,Brookstreet Hotel,hotel,,hotel,,45.3480745,-75.9179333,525,Legget Drive,Ottawa,,525 Legget Drive,,,,,,,"{""@id"": ""way/223404550"", ""addr:housenumber"": ""525"", ""addr:street"": ""Legget Drive"", ""building"": ""hotel"", ""building:levels"": ""3"", ""check_date"": ""2025-10-21"", ""name"": ""Brookstreet Hotel"", ""start_date"": ""1999..2002"", ""tourism"": ""hotel"", ""wikidata"": ""Q4975131"", ""@geometry"": ""center""}"
way,227985073,Royal Flavour,restaurant,restaurant,,middle_eastern,45.3729223,-75.6894932,704,Brookfield Road,Ottawa,,704 Brookfield Road,,,,,,,"{""@id"": ""way/227985073"", ""addr:housenumber"": ""704"", ""addr:street"": ""Brookfield Road"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""middle_eastern"", ""name"": ""Royal Flavour"", ""@geometry"": ""center""}"
way,229465580,Radisson Hotel Ottawa Parliament Hill,hotel,,hotel,,45.4176923,-75.7067087,402,Queen Street,Ottawa,,402 Queen Street,+1-613-236-1133,https://www.radisson.com/ottawa-hotel-on-k1r5a7/onottawa,,,Radisson,,"{""@id"": ""way/229465580"", ""addr:housenumber"": ""402"", ""addr:street"": ""Queen Street"", ""brand"": ""Radisson"", ""brand:wikidata"": ""Q1751979"", ""brand:wikipedia"": ""en:Radisson Hotels"", ""building"": ""commercial"", ""building:levels"": ""12"", ""name"": ""Radisson Hotel Ottawa Parliament Hill"", ""phone"": ""+1-613-236-1133"", ""tourism"": ""hotel"", ""website"": ""https://www.radisson.com/ottawa-hotel-on-k1r5a7/onottawa"", ""@geometry"": ""center""}"
way,230118842,Lebanese Palace,restaurant,restaurant,,shawarma,45.406739,-75.6283415,909,Industrial Avenue,Ottawa,,909 Industrial Avenue,,,,,,City of Ottawa,"{""@id"": ""way/230118842"", ""addr:housenumber"": ""909"", ""addr:street"": ""Industrial Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""shawarma"", ""name"": ""Lebanese Palace"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,231975871,Montana's,restaurant,restaurant,,barbecue,45.3088231,-75.9141726,140,Earl Grey Drive,Ottawa,,140 Earl Grey Drive,,https://www.montanas.ca/location_map.php?id=85&lat=45.396499&lon=-75.736861,,,Montana's,City of Ottawa,"{""@id"": ""way/231975871"", ""addr:housenumber"": ""140"", ""addr:street"": ""Earl Grey Drive"", ""amenity"": ""restaurant"", ""brand"": ""Montana's"", ""brand:wikidata"": ""Q17022490"", ""brand:wikipedia"": ""en:Montana's BBQ & Bar"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""barbecue"", ""name"": ""Montana's"", ""official_name"": ""Montana's BBQ & Bar"", ""source"": ""City of Ottawa"", ""start_date"": ""1991..1999"", ""website"": ""https://www.montanas.ca/location_map.php?id=85&lat=45.396499&lon=-75.736861"", ""@geometry"": ""center""}"
way,231975935,Kelsey's,restaurant,restaurant,,american,45.3096315,-75.9137565,130,Earl Grey Drive,Ottawa,,130 Earl Grey Drive,,,,,Kelsey's,City of Ottawa,"{""@id"": ""way/231975935"", ""addr:housenumber"": ""130"", ""addr:street"": ""Earl Grey Drive"", ""amenity"": ""restaurant"", ""brand"": ""Kelsey's"", ""brand:wikidata"": ""Q6386459"", ""brand:wikipedia"": ""en:Kelseys Original Roadhouse"", ""building"": ""retail"", ""cuisine"": ""american"", ""name"": ""Kelsey's"", ""official_name"": ""Kelsey's Original Roadhouse"", ""source"": ""City of Ottawa"", ""start_date"": ""1991..1999"", ""@geometry"": ""center""}"
way,231975936,Moxie's,restaurant,restaurant,,bar_and_grill,45.3096235,-75.9118665,601,Earl Grey Drive,Ottawa,,601 Earl Grey Drive,,,,yes,Moxie's,City of Ottawa,"{""@id"": ""way/231975936"", ""addr:housenumber"": ""601"", ""addr:street"": ""Earl Grey Drive"", ""addr:unit"": ""FFA"", ""amenity"": ""restaurant"", ""brand"": ""Moxie's"", ""brand:wikidata"": ""Q6927497"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""bar_and_grill"", ""name"": ""Moxie's"", ""source"": ""City of Ottawa"", ""start_date"": ""2007..2008"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
way,232675406,Lapointe,restaurant,restaurant,,,45.320845,-75.8897982,60,Colchester Square,Ottawa,,60 Colchester Square,,,,,,City of Ottawa,"{""@id"": ""way/232675406"", ""addr:housenumber"": ""60"", ""addr:street"": ""Colchester Square"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""name"": ""Lapointe"", ""source"": ""City of Ottawa"", ""start_date"": ""1991..1999"", ""@geometry"": ""center""}"
way,233576695,Boston Pizza,restaurant,restaurant,,pizza,45.308354,-75.9122875,135,Roland Michener Drive,Ottawa,,135 Roland Michener Drive,,,,,Boston Pizza,City of Ottawa,"{""@id"": ""way/233576695"", ""addr:housenumber"": ""135"", ""addr:street"": ""Roland Michener Drive"", ""addr:unit"": ""C"", ""amenity"": ""restaurant"", ""brand"": ""Boston Pizza"", ""brand:wikidata"": ""Q894578"", ""brand:wikipedia"": ""en:Boston Pizza"", ""building"": ""retail"", ""cuisine"": ""pizza"", ""name"": ""Boston Pizza"", ""source"": ""City of Ottawa"", ""start_date"": ""1999..2002"", ""@geometry"": ""center""}"
